poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneDetail2,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneTitle3,telephone3,telephoneDetail3,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,taxonomy - to be deleted later,cuisine,priceCat,additional_info,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,imageName
rome_sight_0150,,Charly’s Saucière,"Hearty soups, warming au gratin dishes and, of course, fondue, are a few of the specialities at this spot, unique in Rome.",,Via di San Giovanni in Laterano 270,Rome,00184,Ancient Rome,,Italy,,06 7049 5666,,,,,,,,,www.cucinafrancesearoma.com,,"Manzoni, San Giovanni",Labicana- Merulana,"53, 85, 117",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.887572,12.502401,TRUE,,FALSE,,Food and Drink,,French Swiss,£,,FALSE,,,,,,,,no contact found,#VALUE!
rome_sight_0151,,Checchino dal 1887,,,Via di Monte Testaccio 30,Rome,00153,Ancient Rome,,Italy,,06 574 3816,,,,,,,,,www.checchino-dal-1887.com,Porta S. Paolo,Piramide,Marmorata- Galvani,"83, 673, 719",Tue–Sat,,"Sun, Mon",,,,,,,,,,,,,EUR,41.876292,12.473907,TRUE,,FALSE,,Food and Drink,,Traditional Roman,££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0154,catalogue,Chiesa del Gesù,"A windy piazza hosts the prototype Counter-Reformation church. Enormous and ornate, it’s meant to convince the wayward of the pre-eminence of the Jesuit faith. The façade is elegant, but the interior is the major dazzler – first impressions are of vibrant gold, bathed in sunlight. Then there’s the vision of angels and saints being sucked into heaven through a miraculous hole in the roof. The tomb of Ignatius, the order’s founder, is adorned with the world’s largest chunk of lapis lazuli.",TT_ROME098CAMDE_007_R12,Via degli Astalli 16,Rome, 00186,Piazza Navona & Campo de’ Fiori,,Italy,, 06 697 001,,,,,,,,,www.chiesadelgesu.org,,,Arenula/cairoli,"30, 46, 62, 63, 64, 70, 81, 87, 119, 130F, 186, 190F, 492, 571, 628",7am–12:30pm & 4–7:45pm daily; Recommended visiting time: 4:30–7pm,,,,,,,,,,Free |,0,0,0,,EUR,41.8958017562731,12.4789516602009,TRUE,,FALSE,,Religious Buildings,Campo de’ Fiori to the Capitoline | Attraction | Attraction |,,,,TRUE,chiesa_del_gesu_rome_dk_AL1036108,Chiesa del Gesù,&#169;dkimages,AL1036108,,,,,chiesa_del_gesu_rome_dk_AL103
rome_sight_0155,,Chiesa Nuova,,,Via del Governo Vecchio 134,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,, 06 687 5289,,,,,,,,,www.vallicella.org,,,,"30, 40, 46, 62, 64, 70, 81, 87, 116T, 130F, 186, 190F, 492, 571, 628",Winter: 7:30am–noon & 4:30–7pm daily; Summer: 7:30am–noon & 4:30–7:30pm daily,,,,,,,,,,,0,0,0,,EUR,41.8990982755237,12.4690479040145,TRUE,,FALSE,,Religious Buildings,,,,,TRUE,chiesa_nuova_rome_dk_AL1046259,Chiesa Nuova,&#169;dkimages,AL1046259,,,,,chiesa_nuova_rome_dk_AL104
rome_sight_0158,catalogue,Ciampini al Café du Jardin,Enjoy a drink while watching the sunset at this enchanting café.,TT_ROME116PUBCAF_006_R09_021,Viale Trinità dei Monti,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 678 5678,,,,,,,,,www.caffeciampini.com,,Spagna,,"117, 119, 590","8am–11pm daily, closed Nov–Feb",Nov–Feb,,,,,,,,,,,,,,EUR,41.9082891654521,12.48191177845,TRUE,,FALSE,,Cafes and Bars,"The Spanish Steps and Villa Borghese | Pubs, Cafés and Bars | Restaurant |",,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0159,catalogue,Cinecafé Casina delle Rose,"Located in the grounds of Villa Borghese, this café serves drinks and light lunches including salads, sandwiches and some seafood.",TT_ROME116PUBCAF_005_R10_009,Largo Marcello Mastroianni 1,Rome,00197,Villa Borghese & Northern Rome,,Italy,,06 4201 6224,,,,,,,,,www.cinecaffe.it,Flaminio,Flaminio,Flaminio,"61, 89, 116, 120F, 150F, 160, 160F, 490, 491, 495, C3, M, N1, N25",Café: 9am–7pm daily,,,,,,,,,,,,,,,EUR,41.9109101578897,12.4877985619909,TRUE,,FALSE,,"Cafes and Bars, Food and Drink","The Spanish Steps and Villa Borghese | Pubs, Cafés and Bars | Restaurant |",,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0160,catalogue,Cinecittà si Mostra,"Rome’s newest attraction, Cinecittà si Mostra, or Cinecittà Shows Off, not only offers the chance to step behind the scenes of Italy’s most famous film studio, but also the chance to see films being shot at the studio. | The main lawn is dotted with impressive props, including two giant claw-footed mock-bronze braziers used in the film Gladiator (2000), while a nearby pavilion has replicas of several famous statues ranging from the ancient Roman Capitoline Wolf to Pauline Borghese. | The section entitled “How a Film Is Made“ has more props as well as costumes, including Elizabeth Taylor’s from the film Cleopatra (1963). A short, amusing video shows how a film is made – an entertaining sequence shows how adding music, sound and special effects to a bland scene in a costume drama can turn it into something very scary. Also worth seeing is a film of scores of young actors taking screen tests. | Tours of the film sets take visitors through “Broadway”, created for the Martin Scorsese film Gangs of New York (2002), and then to an ancient Rome built with polystyrene, resin and printed cement for the British-American TV series Rome. A longer tour takes in a mock Florence and Assisi, along with a visit to a working film studio. Families should aim to visit during weekends, when there is a packed programme of workshops for kids in the Cinebimbicittà pavilion. |",EWFG_ROME231CINSI,Via Tuscolana 1055,Rome,00173,Beyond the Centre,,Italy,,06 8881 6182,,,,,,,,,www.cinecittasimostra.it,,Cinecittà,,"502, 552, 552F, 654, C11, N1","9:30am–6:30pm Mon & Wed–Sat, 10am–6pm Sun",,Tue,TRUE,,TRUE,FALSE,TRUE,,Short (on the hour): 10am–1pm & 2:30–5:30pm daily. Long: 11:30am & 4pm daily,Family ticket: €25 (exhibit); €45 for guided tour of the studios; under 5s free |,10,9,6,€9: students and over 60s; €6: under 10s; free: under 5s,EUR,41.849472,12.574656,TRUE,,FALSE,,"Entertainment and Nightlife, Art Galleries and Museums",Beyond the Centre |,,,Skipping the queue Weekends are busy; book children’s workshops in advance via the website. | Age range 5 plus | Activities Regular weekend schedule of film and crafts workshops for children: 10:30am–7:30pm (free with entrance ticket) | Allow 1–2 hrs |,FALSE,,,,,,,,,#VALUE!
rome_sight_0161,,Circus Maximus,,,Via del Circo Massimo,Rome,00153,Ancient Rome,,Italy,,,,,,,,,,,,,Circo Massimo,,"C3, 81, 160, 175, 628, 715",,,,,,,,,,,,,,,,EUR,41.8857441513026,12.4862486309662,TRUE,,FALSE,,Historic Sights and Landmarks,,,,,TRUE,circus_maximus_rome_dk_AL594089,"Circus Maximus, Via del Circo Massimo",&#169;dkimages,AL594089,,,,,circus_maximus_rome_dk_AL59
rome_sight_0164,catalogue,Città del Sole,Part of an Italian chain of high-class toy stores with the very best in educational playthings.,TT_ROME095SHOPS_005,Via della Scrofa 65,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6880 3805,,,,,,,,,www.cittadelsole.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7","10am–7:30pm Tue–Sat, 3:30–7:30pm Mon, 11am–7:30pm Sun",,,,,,,,,,,,,,,EUR,41.900125,12.47516,TRUE,,FALSE,,"Family Friendly, Shopping",Around the Pantheon | Shops | Shopping |,,,,,,,,,,,,,#VALUE!
rome_sight_0165,,Clemente alla Maddalena,"The female head chef, rare for Rome, creates imaginitive takes of cuisine from all over Italy. Outdoor seating in a picturesque square.",,Piazza della Maddalena 4,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 683 3633,,,,,,,,,www.clementeallamaddalena.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",Wed–Mon,,Tue,,,,,,,,,,,,,EUR,41.900019,12.476456,TRUE,,FALSE,,Food and Drink,,Modern Italian,££,,FALSE,,,,,,,,asked info@clementeallamaddalena.it,#VALUE!
rome_sight_0166,catalogue,Coin,"A fashionable department store, with reasonable prices. It’s mostly clothing, shoes and accessories, but they also carry kitchenware and more general furnishings.",TT_ROME130CLODIS_004,Piazzale Appio 7,Rome,00183,Ancient Rome,,Italy,,06 708 0020,,,,,,,,,www.coin.it,Ponte Casilino,S. Giovanni,Porta San Giovanni- Carlo Felice,"16, 81, 85, 87, 218, 360, 665, 673, 810",10am–8:30pm daily,,,,,,,,,,,,,,,EUR,41.885166,12.509355,TRUE,,FALSE,,Shopping,The Esquiline and Lateran | Clothing and Discount Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0167,catalogue,Coin,"This good-value department store is where real Romans shop, for back-to-school clothes, kitchen utensils, stationery, household appliances and much, much more. There’s also a supermarket in the basement, which is great for buying a picnic.",TT_ROME143LOCFAV_001_R12,Via Cola di Rienzo 173,Rome,00192,The Vatican,,Italy,,06 3600 4298,,,,,,,,,www.coin.it,,Lepanto,Risorgimento- San Pietro,81,10am–8pm daily,,,,,,,,,,,,,,,EUR,41.9077503144196,12.4642156979026,TRUE,,FALSE,,Shopping,Trastevere and Prati | Locals’ Favourite Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0168,catalogue,Colle Oppio,"After hours of walking around the Forum and the Colosseum in the high summer heat, these green slopes can be a welcome sight. Most of the Colle Oppio park is actually the roof of Nero’s Golden House , and you can see skylight structures for its rooms. If you haven’t had enough of Attractioneeing, you can also examine the massive remains of the Baths of Trajan scattered about the area.",TT_ROME062GRESPA_009_R12,"Via Labicana, Parco Oppio",Rome,00184,Ancient Rome,,Italy,,,,,,,,,,,,S. Bibiana,Colosseo,Piazza Del Colosseo- Salvi,"53, 85, 87, 117, 186, 571, 810, N11",,,,TRUE,,,,,,,,,,,,EUR,41.8901701607319,12.4962401390075,FALSE,,FALSE,Green Spaces,"Green Spaces, Ancient Ruins",Green Spaces | Attraction |,,,,TRUE,colle_oppio_rome_alamy_da0prt,A section of the Colosseum seen from the Colle Oppio park ,&#169;Alamy Images/Scott Rae,DA0PRT,Alamy,Scott Rae,,,colle_oppio_rome_alamy_da
rome_sight_0169,,Colline Emiliane,,,Via degli Avignonesi 22,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 481 7538,,,,,,,,,,,Barberini,,"52, 53, 62, 63, 83, 85, 116, 160, 160F, 175, 492, 590, C3, N4, N5","Tue–Sun, Sun lunch only",,Mon,TRUE,,,,,,,,,,,,EUR,41.9029993966667,12.48730604,TRUE,,FALSE,,Food and Drink,,Regional Italian,£,,FALSE,,,,,,,,,#VALUE!
rome_sight_0172,catalogue,Colonna dell’Immacolata,"Inaugurated in 1857, the column commemorates Pope Pius IX’s proclamation of the doctrine of the Immaculate Conception, holding that the Virgin Mary was the only human being ever to have been born “without the stain of original sin”. The column itself dates from ancient, pagan Rome but is crowned with a statue of the Virgin Mary. On 8 December the Pope, assisted by the fire brigade, places a wreath around the head of the statue (see EVENTS). |",EWTG_ROME132COLDEL,Piazza Mignanelli,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,Spagna,,"116, 117",,,,,,,,,,,,,,,,EUR,41.9049914756173,12.4829666541061,FALSE,,FALSE,,"Religious Buildings, Historic Sights and Landmarks",Monuments and Tombs | PIAZZA DI SPAGNA |,,,,TRUE,colonna_dell_immacolata_rome_dk_AL589219,The Colonna dell’Immacolata,&#169;dkimages,AL589219,,,,,colonna_dell_immacolata_rome_dk_AL58
rome_sight_0173,,Colosseum,,,Piazza del Colosseo 1,Rome,00184,Ancient Rome,,Italy,,06 3996 7700,,,,,,,,,www.the-colosseum.net,,Colosseo,Piazza Del Colosseo- Salvi,"C3, 53, 60, 75, 81, 85, 87, 117, 175, 186, 271, 571, 673, 810",<p>2 Jan–15 Feb: 8:30am–4:30pm daily</p><p>16 Feb–15 Mar: 8:30am–5pm daily</p><p>16 Mar–last Sat of Mar: 8:30am–5:30pm daily</p><p>Last Sun of Mar–31 Aug: 8:30am–7:15pm daily</p><p>Sep: 8:30am–7pm daily</p><p>Oct: 8:30am–6:30pm daily</p><p>last Sun of Oct–31 Dec: 8:30am–4:30pm daily</p><p>Good Friday: 8:30am–2pm</p><p>2 Jun: 1:30–7:15pm</p>,,"1 Jan, 25 Dec",TRUE,lifts to some upper levels,TRUE,TRUE,TRUE,TRUE,Compulsory for the third tier (€8). Tour guide for the Colosseum: €5; audioguide: €5.50,(includes the Palatine & Forum). Valid for 2 days. Additional fees for access to upper tier and guided tours of underground areas. ,12,7.50,0,concessions for EU members 18–24; free entrance for under 18s and over 65s from the EU,EUR,41.890222,12.492369,FALSE,,TRUE,"Historic Sights and Landmarks, Ancient Ruins","Historic Sights and Landmarks, Ancient Ruins",,,,,TRUE,colosseum_rome_dk_AL590363,The Colosseum,&#169;dkimages,AL590363,,,,,colosseum_rome_dk_AL59
rome_sight_0178,catalogue,Columbarium of Pomponius Hylas,"<p>The <strong>Columbarium of Pomponius Hylas</strong> is vaulted tomb usually built by rich Romans to house the cremated remains of their freedmen. Known as a columbarium because it resembles a dovecote (<em>columba</em> is the Latin word for dove), many similar tombs have been uncovered in this part of Rome, which up until the 3rd century AD lay outside the city wall.</p><p>Excavated in 1831, this tomb dates from the 1st century AD and an inscription informs us that it is the Tomb of Pomponius Hylas and his wife, Pomponia Vitalinis. The &ldquo;V&rdquo; above her name indicates that she was still living when the inscription was made.</p><p>The tomb was probably a commercial venture &ndash; niches in the interior walls of the columbarium were sold to people who could not afford to build vaults of their own.</p>",EWTG_ROME195COLPOM,Via di Porta Latina 10,Rome,00179,Ancient Rome,,Italy,,06 0608,,,,,,,,,,,,,"218, 360, 628",By appointment only,,,,,,,TRUE,,,,,,,,EUR,41.877725,12.500035,FALSE,,FALSE,,"Historic Sights and Landmarks, Ancient Ruins",CARACALLA |,,,,TRUE,columbarium_of_pomponius_hylas_rome_dk_AL544570,Columbarium of Pomponius Hylas ,&#169;dkimages,AL544570,,,,,columbarium_of_pomponius_hylas_rome_dk_AL54
rome_sight_0179,catalogue,Column of Marcus Aurelius,"<p>Built in honour of the Roman emperor to commemorate his victories over the barbarian tribes of the Danube, the AD 180 <strong>Column of Marcus Aurelius</strong> stands 30 m (100 ft) high and is composed of 28 marble drums.</p><p>The monument is clearly an imitation of the Column of Trajan, but the 80-year lapse between the two works shows a great artistic change: the German and Sarmatic wars of Marcus Aurelius are rendered with simplified pictures in stronger relief, sacrificing Classical proportions for the sake of clarity and immediacy. In fact, the impression of the work is more like that of the 4th-century Arch of Constantine than Trajan&rsquo;s monument. Gone are the heroic qualities of the Roman soldiers, by now mostly barbarian mercenaries, and a sense of respect for the vanquished. A new emphasis on the supernatural points to the end of the Hellenistic tradition and the beginning of Christianity.</p><p>The column was restored in 1588 by Domenico Fontana on the orders of Pope Sixtus V. The statue of Marcus Aurelius and his wife on the monument&rsquo;s summit was replaced by a bronze of St Paul.</p><p>The Column of Marcus Aurelius is 3.7 m (12 ft) in diameter and has an internal spiral staircase that leads to the top. The easiest way to appreciate the sculptural work, however, is to visit the <strong>Museo della Civilt&agrave; Romana</strong> at EUR and study the casts of the reliefs.</p>","EWTG_ROME113COLMAR, TT_ROME040ANCSIG_007, TT_ROME090PANTHE_006_R12",Piazza Colonna,Rome,00187,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,Barberini,,"53, 62, 63, 83, 85, 116, 119, 160, 160F, 175, 492, C3, N4, N5, N12, N25",,,,,,,,,,,,0,0,0,,EUR,41.9008436614078,12.4803131818771,FALSE,,FALSE,Ancient Ruins,Historic Sights and Landmarks,,,,,TRUE,column_of_marcus_aurelius_rome_dk_AL590845,Column of Marcus Aurelius,&#169;dkimages,AL590845,,,,,column_of_marcus_aurelius_rome_dk_AL59
rome_sight_0183,catalogue,Contestaccio,"<p>One of the most popular bars for live music, <strong>Contestaccio</strong> often has performances by emerging talent &ndash; food and drinks are available, too.</p>",TT_ROME124ROMTRE_023_R13,Via di Monte Testaccio 65B,Rome,00153,Ancient Rome,,Italy,,06 5728 9712,,,,,,,,,www.contestaccio.com,Porta S. Paolo,Piramide,Piazzale Ostiense,"83, 673",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.8751866164205,12.4765379726886,TRUE,,FALSE,,"Cafes and Bars, Entertainment and Nightlife, Food and Drink",Ancient Rome | Rome’s Trendiest Nightlife | Nightlife |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0184,catalogue,Cordonata,"<p>The <strong>Cordonata</strong> is a gently rising, subtly widening ramp connecting Piazza Venezia and the Capitol. At the foot of the sloping road is a pair of granite Egyptian lions, and on the left a 19th-century monument to Cola di Rienzo, close to where the dashing 14th-century tyrant was executed. The top of Cordonata is guarded by Classical statues of the Dioscuri &ndash; Castor and Pollux.</p>",EWTG_ROME068CORDON,Piazza di Campitelli 7,Rome,00186,Ancient Rome,,Italy,,,,,,,,,,,,,Colosseo,,"30, 44, 44F, 81, 83, 85, 87, 130F, 160, 160F, 170, 175, 628, 781, C3",,,,,,,,,,,,,,,,EUR,41.893429,12.482649,FALSE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | CAPITOL |",,,xref: CAPITOL |,TRUE,cordonata_rome_corbis_42_25297305,Cordonata and Palazzo Senatorio on Capitoline Hill,&#169;Corbis/Jean-Pierre Lescourret,42-25297305,Corbis,Jean-Pierre Lescourret,,,cordonata_rome_corbis_42_2529
